percentile,thresh_ly49C,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_ge5,n_common_clonotypes_ge5,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
1.0,2023.0,2456,55.71687840290381,139,139,139,0.0,0.0,0.0,0.0
0.995,21.93000000000029,2445,55.46733212341198,139,138,138,0.0,0.0,-0.0011603459548412123,-0.00020470709708811152
0.99,13.0,2438,55.30852994555354,139,138,138,0.0,0.0,-0.005716659422945122,-0.0014704099928675928
0.985,10.0,2425,55.01361161524501,139,136,136,0.0,0.0,-0.00891974213276419,-0.002332242353654912
0.98,8.0,2419,54.87749546279492,139,136,136,0.0,0.0,-0.009713628765369502,-0.002755595954604173
0.975,7.0,2410,54.67332123411978,139,136,136,0.0,0.0,-0.01302144969071291,-0.0031614105261320554
0.97,6.789999999999964,2389,54.19691470054446,139,135,135,0.0,0.0,-0.013702943011076872,-0.0036664069281646615
0.965,6.0,2389,54.19691470054446,139,135,135,0.0,0.0,-0.013702943011076872,-0.0036664069281646615
0.96,6.0,2389,54.19691470054446,139,135,135,0.0,0.0,-0.013702943011076872,-0.0036664069281646615
0.955,5.0,2369,53.743194192377494,139,135,135,0.0,0.0,-0.017706677122056442,-0.0051517721545299286
0.95,5.0,2369,53.743194192377494,139,135,135,0.0,0.0,-0.017706677122056442,-0.0051517721545299286
0.945,5.0,2369,53.743194192377494,139,135,135,0.0,0.0,-0.017706677122056442,-0.0051517721545299286
0.94,4.579999999999927,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.935,4.0,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.9299999999999999,4.0,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.925,4.0,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.92,4.0,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.915,4.0,2323,52.69963702359347,139,133,133,0.0,0.0,-0.022981024080120798,-0.005719986431250283
0.91,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.905,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.9,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.895,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.89,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.885,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.88,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.875,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.87,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.865,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.86,3.0,2252,51.08892921960073,139,129,129,0.00028982366714680463,0.03594093884745682,-0.039659642225989285,-0.009962296250798036
0.855,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.85,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.845,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.84,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.835,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.83,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.825,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.8200000000000001,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.815,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.81,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.8049999999999999,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.8,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.7949999999999999,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.79,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.785,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.78,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.775,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.77,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.765,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.76,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.755,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.75,2.0,2115,47.98094373865699,139,125,125,0.0033365026093237216,0.0829365809628968,-0.05811767599226677,-0.013095716173276038
0.745,1.0,1856,42.10526315789474,139,109,109,0.011469972578422638,0.14942572319182157,-0.07765011516339848,-0.015390988357871338
