sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.635,11.0,1.0,0.1769877208261764,137,1394
D7B,0.635,11.0,2.0,0.15298729055824312,137,1394
D7B,0.635,11.0,5.0,0.12725868117706124,137,1394
D7B,0.63,11.0,0.0,0.21340864878202773,137,1394
D7B,0.63,11.0,1.0,0.1769877208261764,137,1394
D7B,0.63,11.0,2.0,0.15298729055824312,137,1394
D7B,0.63,11.0,5.0,0.12725868117706124,137,1394
D7B,0.625,11.0,0.0,0.21340864878202773,137,1394
D7B,0.625,11.0,1.0,0.1769877208261764,137,1394
D7B,0.625,11.0,2.0,0.15298729055824312,137,1394
D7B,0.625,11.0,5.0,0.12725868117706124,137,1394
D7B,0.62,11.0,0.0,0.21340864878202773,137,1394
D7B,0.62,11.0,1.0,0.1769877208261764,137,1394
D7B,0.62,11.0,2.0,0.15298729055824312,137,1394
D7B,0.62,11.0,5.0,0.12725868117706124,137,1394
D7B,0.615,11.0,0.0,0.21340864878202773,137,1394
D7B,0.615,11.0,1.0,0.1769877208261764,137,1394
D7B,0.615,11.0,2.0,0.15298729055824312,137,1394
D7B,0.615,11.0,5.0,0.12725868117706124,137,1394
D7B,0.61,11.0,0.0,0.21340864878202773,137,1394
D7B,0.61,11.0,1.0,0.1769877208261764,137,1394
D7B,0.61,11.0,2.0,0.15298729055824312,137,1394
D7B,0.61,11.0,5.0,0.12725868117706124,137,1394
D7B,0.605,12.0,0.0,0.23200633035746812,137,1297
D7B,0.605,12.0,1.0,0.19306123906921294,137,1297
D7B,0.605,12.0,2.0,0.16754728830086782,137,1297
D7B,0.605,12.0,5.0,0.13992181498089068,137,1297
D7B,0.6,12.0,0.0,0.23200633035746812,137,1297
D7B,0.6,12.0,1.0,0.19306123906921294,137,1297
D7B,0.6,12.0,2.0,0.16754728830086782,137,1297
D7B,0.6,12.0,5.0,0.13992181498089068,137,1297
D7B,0.595,12.0,0.0,0.23200633035746812,137,1297
D7B,0.595,12.0,1.0,0.19306123906921294,137,1297
D7B,0.595,12.0,2.0,0.16754728830086782,137,1297
D7B,0.595,12.0,5.0,0.13992181498089068,137,1297
D7B,0.59,12.0,0.0,0.23200633035746812,137,1297
D7B,0.59,12.0,1.0,0.19306123906921294,137,1297
D7B,0.59,12.0,2.0,0.16754728830086782,137,1297
D7B,0.59,12.0,5.0,0.13992181498089068,137,1297
D7B,0.585,12.0,0.0,0.23200633035746812,137,1297
D7B,0.585,12.0,1.0,0.19306123906921294,137,1297
D7B,0.585,12.0,2.0,0.16754728830086782,137,1297
D7B,0.585,12.0,5.0,0.13992181498089068,137,1297
D7B,0.5800000000000001,13.0,0.0,0.24625961842988933,137,1229
D7B,0.5800000000000001,13.0,1.0,0.20492161143318352,137,1229
D7B,0.5800000000000001,13.0,2.0,0.17773902331208594,137,1229
D7B,0.5800000000000001,13.0,5.0,0.14789488588072788,137,1229
D7B,0.575,13.0,0.0,0.24625961842988933,137,1229
D7B,0.575,13.0,1.0,0.20492161143318352,137,1229
D7B,0.575,13.0,2.0,0.17773902331208594,137,1229
D7B,0.575,13.0,5.0,0.14789488588072788,137,1229
D7B,0.5700000000000001,13.0,0.0,0.24625961842988933,137,1229
D7B,0.5700000000000001,13.0,1.0,0.20492161143318352,137,1229
D7B,0.5700000000000001,13.0,2.0,0.17773902331208594,137,1229
D7B,0.5700000000000001,13.0,5.0,0.14789488588072788,137,1229
D7B,0.565,13.0,0.0,0.24625961842988933,137,1229
D7B,0.565,13.0,1.0,0.20492161143318352,137,1229
D7B,0.565,13.0,2.0,0.17773902331208594,137,1229
