percentile,Ts_ly49c,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_ge5,n_common_clonotypes_ge5,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
1.0,58.0,541,100.0,18,18,18,0.0,0.0,0.0,0.0
0.99,4.600000000000023,535,98.8909426987061,18,18,18,0.0,0.0,0.0,0.0
0.98,3.0,531,98.15157116451017,18,18,18,0.0,0.0,-0.0008253877964167643,-7.542233824363463e-06
0.97,3.0,531,98.15157116451017,18,18,18,0.0,0.0,-0.0008253877964167643,-7.542233824363463e-06
0.96,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.95,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.94,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.9299999999999999,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.9199999999999999,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.9099999999999999,2.0,520,96.11829944547135,18,18,18,0.0,0.0,-0.0008340506619673912,-0.0005768014945573059
0.9,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
0.89,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
0.88,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
0.87,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
0.86,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
0.85,1.0,487,90.0184842883549,18,17,17,6.472609029195553e-06,0.006956412043566485,0.0006295004633345327,-0.0011982022611492144
