sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxC,0.72,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.72,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.72,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.72,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.715,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.715,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.715,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.715,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.715,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.715,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.71,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.71,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.71,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.71,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.71,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.71,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.7050000000000001,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.7,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.7,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.7,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.7,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.7,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.7,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6950000000000001,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.69,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.69,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.69,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.69,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.69,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.69,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.685,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.685,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.685,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.685,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.685,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.685,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6799999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.675,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.675,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.675,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.675,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.675,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.675,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6699999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.665,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.665,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.665,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.665,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.665,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.665,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6599999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.655,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.655,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.655,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.655,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.655,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.655,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6499999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.645,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.645,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.645,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.645,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.645,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.645,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.64,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.64,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.64,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.64,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.64,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.64,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.635,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.635,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.635,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.635,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.635,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.635,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.63,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.63,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.63,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.63,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.63,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.63,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.625,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.625,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.625,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.625,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.625,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.625,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.62,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.62,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.62,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.62,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.62,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.62,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.615,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.615,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.615,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.615,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.615,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.615,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.61,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.61,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.61,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.61,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.61,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.61,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.605,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.605,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.605,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.605,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.605,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.605,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.6,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.6,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.6,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.6,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.6,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.6,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.595,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.595,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.595,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.595,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.595,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.595,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.59,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.59,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.59,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.59,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.59,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.59,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.585,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.585,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.585,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.585,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.585,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.585,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5800000000000001,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.575,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.575,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.575,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.575,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.575,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.575,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5700000000000001,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.565,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.565,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.565,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.565,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.565,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.565,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.56,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.56,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.56,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.56,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.56,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.56,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5549999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.55,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.55,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.55,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.55,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.55,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.55,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5449999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.54,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.54,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.54,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.54,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.54,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.54,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5349999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.53,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.53,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.53,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.53,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.53,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.53,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5249999999999999,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.52,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.52,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.52,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.52,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.52,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.52,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.515,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.515,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.515,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.515,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.515,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.515,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.51,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.51,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.51,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.51,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.51,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.51,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.505,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.505,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.505,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.505,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.505,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.505,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.5,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.5,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.5,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.5,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.5,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.5,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.495,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.495,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.495,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.495,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.495,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.495,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.49,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.49,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.49,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.49,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.49,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.49,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.485,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.485,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.485,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.485,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.485,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.485,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.48,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.48,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.48,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.48,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.48,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.48,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.475,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.475,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.475,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.475,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.475,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.475,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.47,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.47,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.47,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.47,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.47,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.47,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.46499999999999997,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.45999999999999996,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.45499999999999996,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.44999999999999996,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,0.0,-0.03165354865227707,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,1.0,-0.022734954055106178,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,2.0,-0.01767651299597496,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,3.0,-0.01589726400532173,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,4.0,-0.01506832410215905,97,977
BL6-BALBc_HTxC,0.44499999999999995,0.0,5.0,-0.014571759623690233,97,977
BL6-BALBc_HTxC,0.43999999999999995,0.0,0.0,-0.03165354865227707,97,977
