sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxC,0.87,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.87,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.865,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.865,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.865,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.865,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.86,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.86,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.86,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.86,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.855,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.855,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.855,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.855,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.85,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.85,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.85,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.85,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.845,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.845,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.845,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.845,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.84,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.84,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.84,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.84,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.835,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.835,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.835,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.835,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.83,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.83,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.83,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.83,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.825,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.825,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.825,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.825,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.8200000000000001,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.8200000000000001,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.8200000000000001,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.8200000000000001,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.815,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.815,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.815,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.815,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.81,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.81,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.81,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.81,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.8049999999999999,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.8049999999999999,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.8049999999999999,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.8049999999999999,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.8,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.8,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.8,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.8,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.7949999999999999,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.7949999999999999,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.7949999999999999,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.7949999999999999,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.79,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.79,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.79,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.79,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.785,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.785,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.785,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.785,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.78,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.78,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.78,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.78,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.775,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.775,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.775,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.775,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.77,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.77,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.77,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.77,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.765,1.0,0.0,-0.019515952489983265,43,778
BL6-B10BR_HTxC,0.765,1.0,1.0,-0.0103981986524552,43,778
BL6-B10BR_HTxC,0.765,1.0,2.0,-0.0071866877025236675,43,778
BL6-B10BR_HTxC,0.765,1.0,5.0,-0.0058602733806131105,43,778
BL6-B10BR_HTxC,0.76,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.76,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.76,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.76,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.755,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.755,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.755,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.755,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.75,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.75,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.75,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.75,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.745,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.745,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.745,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.745,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.74,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.74,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.74,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.74,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.735,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.735,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.735,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.735,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.73,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.73,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.73,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.73,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.725,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.725,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.725,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.725,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.72,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.72,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.72,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.72,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.715,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.715,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.715,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.715,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.71,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.71,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.71,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.71,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.7050000000000001,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.7050000000000001,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.7050000000000001,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.7050000000000001,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.7,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.7,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.7,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.7,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6950000000000001,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6950000000000001,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6950000000000001,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6950000000000001,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.69,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.69,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.69,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.69,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.685,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.685,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.685,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.685,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6799999999999999,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6799999999999999,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6799999999999999,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6799999999999999,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.675,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.675,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.675,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.675,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6699999999999999,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6699999999999999,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6699999999999999,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6699999999999999,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.665,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.665,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.665,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.665,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6599999999999999,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6599999999999999,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6599999999999999,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6599999999999999,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.655,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.655,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.655,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.655,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6499999999999999,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6499999999999999,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6499999999999999,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6499999999999999,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.645,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.645,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.645,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.645,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.64,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.64,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.64,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.64,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.635,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.635,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.635,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.635,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.63,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.63,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.63,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.63,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.625,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.625,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.625,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.625,0.0,5.0,-0.011425879094894826,37,643
