sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxB,0.83,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.83,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.83,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.83,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.825,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.825,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.825,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.825,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.8200000000000001,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.8200000000000001,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.8200000000000001,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.8200000000000001,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.815,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.815,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.815,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.815,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.81,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.81,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.81,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.81,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.8049999999999999,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.8049999999999999,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.8049999999999999,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.8049999999999999,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.8,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.8,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.8,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.8,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.7949999999999999,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.7949999999999999,1.0,1.0,-0.01216638206340421,28,274
