percentile,thresh_tcrbeta,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
1.0,0.0,2923,100.0,137,137,137,0.0,0.0,0.0,0.0
0.995,0.0,2923,100.0,137,137,137,0.0,0.0,0.0,0.0
0.99,0.0,2923,100.0,137,137,137,0.0,0.0,0.0,0.0
0.985,0.0,2923,100.0,137,137,137,0.0,0.0,0.0,0.0
0.98,1.0,2864,97.9815258296271,137,137,137,0.0,0.0,0.010251893376167021,-0.0003759894241137714
0.975,1.0,2864,97.9815258296271,137,137,137,0.0,0.0,0.010251893376167021,-0.0003759894241137714
0.97,1.0,2864,97.9815258296271,137,137,137,0.0,0.0,0.010251893376167021,-0.0003759894241137714
0.965,1.0,2864,97.9815258296271,137,137,137,0.0,0.0,0.010251893376167021,-0.0003759894241137714
0.96,1.0,2864,97.9815258296271,137,137,137,0.0,0.0,0.010251893376167021,-0.0003759894241137714
0.955,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.95,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.945,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.94,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.935,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.9299999999999999,2.0,2781,95.14197742045843,137,137,137,0.0,0.0,0.028925026383111372,0.0057091671670526836
0.925,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.92,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.915,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.91,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.905,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.9,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.895,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.89,3.0,2677,91.58398905234348,137,137,137,0.0028745875825669787,0.06589286593619206,0.03299179344512592,0.005390691498625753
0.885,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.88,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.875,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.87,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.865,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.86,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.855,4.0,2546,87.10229216558331,137,137,137,0.00605901753529936,0.11915984892300684,0.05397189218920046,0.010760908038114907
0.85,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.845,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.84,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.835,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.83,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.825,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.8200000000000001,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.815,5.0,2436,83.33903523776941,137,137,137,0.011740406923721358,0.15200847523263683,0.07376708785405564,0.015816492354689755
0.81,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.8049999999999999,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.8,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.7949999999999999,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.79,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.785,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.78,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.775,6.0,2301,78.72049264454327,137,137,137,0.01888351309750047,0.18768427863696405,0.09675644789415494,0.02045728389193466
0.77,7.0,2167,74.13616147793363,137,136,136,0.024647823274484726,0.22590815305808587,0.10976853927190024,0.017615842949055095
0.765,7.0,2167,74.13616147793363,137,136,136,0.024647823274484726,0.22590815305808587,0.10976853927190024,0.017615842949055095
0.76,7.0,2167,74.13616147793363,137,136,136,0.024647823274484726,0.22590815305808587,0.10976853927190024,0.017615842949055095
0.755,7.0,2167,74.13616147793363,137,136,136,0.024647823274484726,0.22590815305808587,0.10976853927190024,0.017615842949055095
