percentile,thresh_syfpeithi,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
0.25,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.245,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.24,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.235,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.22999999999999998,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.22499999999999998,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.21999999999999997,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.21499999999999997,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.20999999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.20499999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.19999999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.19499999999999995,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.18999999999999995,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.18499999999999994,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.17999999999999994,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.17499999999999993,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.16999999999999993,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.16500000000000004,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.16000000000000003,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.15500000000000003,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.15000000000000002,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.14500000000000002,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.14,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.135,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.13,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.125,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.12,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.11499999999999999,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.10999999999999999,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.10499999999999998,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.09999999999999998,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.09499999999999997,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.08999999999999997,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.08499999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.07999999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.07499999999999996,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
0.06999999999999995,0.0,1024,65.0571791613723,143,80,80,0.0005981838757058155,0.057348613547758845,-0.03768665789545783,-0.00033398867686378617
