sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxB,0.7,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.6950000000000001,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.6950000000000001,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.6950000000000001,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.6950000000000001,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.69,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.69,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.69,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.69,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.685,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.685,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.685,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.685,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.6799999999999999,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.6799999999999999,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.6799999999999999,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.6799999999999999,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.675,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.675,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.675,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.675,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.6699999999999999,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.6699999999999999,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.6699999999999999,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.6699999999999999,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.665,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.665,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.665,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.665,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.6599999999999999,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.6599999999999999,0.0,1.0,-0.04019495250848353,66,884
