sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.875,4.0,4.0,0.02466320793735124,147,2147
D7B,0.875,4.0,5.0,0.02359805718452381,147,2147
D7B,0.87,4.0,0.0,0.04136684570102038,147,2147
D7B,0.87,4.0,1.0,0.03365944218269695,147,2147
D7B,0.87,4.0,2.0,0.028926525930835455,147,2147
D7B,0.87,4.0,3.0,0.026276990669053934,147,2147
D7B,0.87,4.0,4.0,0.02466320793735124,147,2147
D7B,0.87,4.0,5.0,0.02359805718452381,147,2147
D7B,0.865,4.0,0.0,0.04136684570102038,147,2147
D7B,0.865,4.0,1.0,0.03365944218269695,147,2147
D7B,0.865,4.0,2.0,0.028926525930835455,147,2147
D7B,0.865,4.0,3.0,0.026276990669053934,147,2147
D7B,0.865,4.0,4.0,0.02466320793735124,147,2147
D7B,0.865,4.0,5.0,0.02359805718452381,147,2147
D7B,0.86,4.340000000000032,0.0,0.06156624169818558,141,2036
D7B,0.86,4.340000000000032,1.0,0.04840719861144757,141,2036
D7B,0.86,4.340000000000032,2.0,0.040501119090930696,141,2036
D7B,0.86,4.340000000000032,3.0,0.03629977589801074,141,2036
D7B,0.86,4.340000000000032,4.0,0.03384177142455863,141,2036
D7B,0.86,4.340000000000032,5.0,0.032260576475816996,141,2036
D7B,0.855,5.0,0.0,0.06156624169818558,141,2036
D7B,0.855,5.0,1.0,0.04840719861144757,141,2036
D7B,0.855,5.0,2.0,0.040501119090930696,141,2036
D7B,0.855,5.0,3.0,0.03629977589801074,141,2036
D7B,0.855,5.0,4.0,0.03384177142455863,141,2036
D7B,0.855,5.0,5.0,0.032260576475816996,141,2036
D7B,0.85,5.0,0.0,0.06156624169818558,141,2036
D7B,0.85,5.0,1.0,0.04840719861144757,141,2036
D7B,0.85,5.0,2.0,0.040501119090930696,141,2036
D7B,0.85,5.0,3.0,0.03629977589801074,141,2036
D7B,0.85,5.0,4.0,0.03384177142455863,141,2036
D7B,0.85,5.0,5.0,0.032260576475816996,141,2036
D7B,0.845,5.0,0.0,0.06156624169818558,141,2036
D7B,0.845,5.0,1.0,0.04840719861144757,141,2036
D7B,0.845,5.0,2.0,0.040501119090930696,141,2036
D7B,0.845,5.0,3.0,0.03629977589801074,141,2036
D7B,0.845,5.0,4.0,0.03384177142455863,141,2036
D7B,0.845,5.0,5.0,0.032260576475816996,141,2036
D7B,0.84,5.0,0.0,0.06156624169818558,141,2036
D7B,0.84,5.0,1.0,0.04840719861144757,141,2036
D7B,0.84,5.0,2.0,0.040501119090930696,141,2036
D7B,0.84,5.0,3.0,0.03629977589801074,141,2036
D7B,0.84,5.0,4.0,0.03384177142455863,141,2036
D7B,0.84,5.0,5.0,0.032260576475816996,141,2036
D7B,0.835,5.0,0.0,0.06156624169818558,141,2036
D7B,0.835,5.0,1.0,0.04840719861144757,141,2036
D7B,0.835,5.0,2.0,0.040501119090930696,141,2036
D7B,0.835,5.0,3.0,0.03629977589801074,141,2036
