percentile,thresh_eeepvkki,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
0.54,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.5349999999999999,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.53,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.5249999999999999,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.52,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.515,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.51,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.505,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.5,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.495,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
