percentile,thresh_tcrbeta,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
1.0,0.0,2456,100.0,139,139,139,0.0,0.0,0.0,0.0
0.995,0.0,2456,100.0,139,139,139,0.0,0.0,0.0,0.0
0.99,0.0,2456,100.0,139,139,139,0.0,0.0,0.0,0.0
0.985,1.0,2415,98.33061889250814,139,139,139,0.0,0.0,0.00679626343918924,0.0013188155365786297
0.98,1.0,2415,98.33061889250814,139,139,139,0.0,0.0,0.00679626343918924,0.0013188155365786297
0.975,1.0,2415,98.33061889250814,139,139,139,0.0,0.0,0.00679626343918924,0.0013188155365786297
0.97,1.0,2415,98.33061889250814,139,139,139,0.0,0.0,0.00679626343918924,0.0013188155365786297
0.965,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.96,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.955,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.95,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.945,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.94,2.0,2355,95.88762214983713,139,136,136,0.0,0.0,0.016116812875794945,0.0030111665032049807
0.935,3.0,2260,92.01954397394137,139,129,129,0.0,0.0,0.02694417222618323,0.008335336648822946
0.9299999999999999,3.0,2260,92.01954397394137,139,129,129,0.0,0.0,0.02694417222618323,0.008335336648822946
0.925,3.0,2260,92.01954397394137,139,129,129,0.0,0.0,0.02694417222618323,0.008335336648822946
0.92,3.0,2260,92.01954397394137,139,129,129,0.0,0.0,0.02694417222618323,0.008335336648822946
0.915,3.0,2260,92.01954397394137,139,129,129,0.0,0.0,0.02694417222618323,0.008335336648822946
