,sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
82,D7C,0.9,4.0,2.0,-0.0377016926098103,95,1697
83,D7C,0.9,4.0,5.0,-0.03396483770387586,95,1697
84,D7C,0.895,3.0,0.0,-0.06955319381532175,92,1631
85,D7C,0.895,3.0,1.0,-0.061758123681719214,92,1631
86,D7C,0.895,3.0,2.0,-0.05774812685773222,92,1631
87,D7C,0.895,3.0,5.0,-0.05220923795046321,92,1631
88,D7C,0.89,3.0,0.0,-0.06955319381532175,92,1631
89,D7C,0.89,3.0,1.0,-0.061758123681719214,92,1631
90,D7C,0.89,3.0,2.0,-0.05774812685773222,92,1631
91,D7C,0.89,3.0,5.0,-0.05220923795046321,92,1631
92,D7C,0.885,3.0,0.0,-0.06955319381532175,92,1631
93,D7C,0.885,3.0,1.0,-0.061758123681719214,92,1631
94,D7C,0.885,3.0,2.0,-0.05774812685773222,92,1631
95,D7C,0.885,3.0,5.0,-0.05220923795046321,92,1631
96,D7C,0.88,3.0,0.0,-0.06955319381532175,92,1631
97,D7C,0.88,3.0,1.0,-0.061758123681719214,92,1631
98,D7C,0.88,3.0,2.0,-0.05774812685773222,92,1631
99,D7C,0.88,3.0,5.0,-0.05220923795046321,92,1631
100,D7C,0.875,3.0,0.0,-0.06955319381532175,92,1631
101,D7C,0.875,3.0,1.0,-0.061758123681719214,92,1631
102,D7C,0.875,3.0,2.0,-0.05774812685773222,92,1631
103,D7C,0.875,3.0,5.0,-0.05220923795046321,92,1631
104,D7C,0.87,3.0,0.0,-0.06955319381532175,92,1631
105,D7C,0.87,3.0,1.0,-0.061758123681719214,92,1631
106,D7C,0.87,3.0,2.0,-0.05774812685773222,92,1631
107,D7C,0.87,3.0,5.0,-0.05220923795046321,92,1631
108,D7C,0.865,3.0,0.0,-0.06955319381532175,92,1631
109,D7C,0.865,3.0,1.0,-0.061758123681719214,92,1631
110,D7C,0.865,3.0,2.0,-0.05774812685773222,92,1631
111,D7C,0.865,3.0,5.0,-0.05220923795046321,92,1631
112,D7C,0.86,3.0,0.0,-0.06955319381532175,92,1631
113,D7C,0.86,3.0,1.0,-0.061758123681719214,92,1631
114,D7C,0.86,3.0,2.0,-0.05774812685773222,92,1631
115,D7C,0.86,3.0,5.0,-0.05220923795046321,92,1631
116,D7C,0.855,3.0,0.0,-0.06955319381532175,92,1631
117,D7C,0.855,3.0,1.0,-0.061758123681719214,92,1631
118,D7C,0.855,3.0,2.0,-0.05774812685773222,92,1631
119,D7C,0.855,3.0,5.0,-0.05220923795046321,92,1631
120,D7C,0.85,3.0,0.0,-0.06955319381532175,92,1631
121,D7C,0.85,3.0,1.0,-0.061758123681719214,92,1631
122,D7C,0.85,3.0,2.0,-0.05774812685773222,92,1631
123,D7C,0.85,3.0,5.0,-0.05220923795046321,92,1631
124,D7C,0.845,2.9849999999999,0.0,-0.10794118053312919,90,1532
125,D7C,0.845,2.9849999999999,1.0,-0.0963186419787358,90,1532
126,D7C,0.845,2.9849999999999,2.0,-0.08901676413798278,90,1532
127,D7C,0.845,2.9849999999999,5.0,-0.07866570850434798,90,1532
128,D7C,0.84,2.0,0.0,-0.10794118053312919,90,1532
129,D7C,0.84,2.0,1.0,-0.0963186419787358,90,1532
130,D7C,0.84,2.0,2.0,-0.08901676413798278,90,1532
131,D7C,0.84,2.0,5.0,-0.07866570850434798,90,1532
132,D7C,0.835,2.0,0.0,-0.10794118053312919,90,1532
133,D7C,0.835,2.0,1.0,-0.0963186419787358,90,1532
134,D7C,0.835,2.0,2.0,-0.08901676413798278,90,1532
135,D7C,0.835,2.0,5.0,-0.07866570850434798,90,1532
136,D7C,0.83,2.0,0.0,-0.10794118053312919,90,1532
137,D7C,0.83,2.0,1.0,-0.0963186419787358,90,1532
138,D7C,0.83,2.0,2.0,-0.08901676413798278,90,1532
139,D7C,0.83,2.0,5.0,-0.07866570850434798,90,1532
140,D7C,0.825,2.0,0.0,-0.10794118053312919,90,1532
141,D7C,0.825,2.0,1.0,-0.0963186419787358,90,1532
142,D7C,0.825,2.0,2.0,-0.08901676413798278,90,1532
143,D7C,0.825,2.0,5.0,-0.07866570850434798,90,1532
144,D7C,0.8200000000000001,2.0,0.0,-0.10794118053312919,90,1532
145,D7C,0.8200000000000001,2.0,1.0,-0.0963186419787358,90,1532
146,D7C,0.8200000000000001,2.0,2.0,-0.08901676413798278,90,1532
147,D7C,0.8200000000000001,2.0,5.0,-0.07866570850434798,90,1532
148,D7C,0.815,2.0,0.0,-0.10794118053312919,90,1532
149,D7C,0.815,2.0,1.0,-0.0963186419787358,90,1532
150,D7C,0.815,2.0,2.0,-0.08901676413798278,90,1532
151,D7C,0.815,2.0,5.0,-0.07866570850434798,90,1532
152,D7C,0.81,2.0,0.0,-0.10794118053312919,90,1532
153,D7C,0.81,2.0,1.0,-0.0963186419787358,90,1532
154,D7C,0.81,2.0,2.0,-0.08901676413798278,90,1532
155,D7C,0.81,2.0,5.0,-0.07866570850434798,90,1532
156,D7C,0.8049999999999999,2.0,0.0,-0.10794118053312919,90,1532
157,D7C,0.8049999999999999,2.0,1.0,-0.0963186419787358,90,1532
158,D7C,0.8049999999999999,2.0,2.0,-0.08901676413798278,90,1532
159,D7C,0.8049999999999999,2.0,5.0,-0.07866570850434798,90,1532
160,D7C,0.8,2.0,0.0,-0.10794118053312919,90,1532
161,D7C,0.8,2.0,1.0,-0.0963186419787358,90,1532
162,D7C,0.8,2.0,2.0,-0.08901676413798278,90,1532
163,D7C,0.8,2.0,5.0,-0.07866570850434798,90,1532
164,D7C,0.7949999999999999,2.0,0.0,-0.10794118053312919,90,1532
165,D7C,0.7949999999999999,2.0,1.0,-0.0963186419787358,90,1532
166,D7C,0.7949999999999999,2.0,2.0,-0.08901676413798278,90,1532
167,D7C,0.7949999999999999,2.0,5.0,-0.07866570850434798,90,1532
168,D7C,0.79,2.0,0.0,-0.10794118053312919,90,1532
169,D7C,0.79,2.0,1.0,-0.0963186419787358,90,1532
170,D7C,0.79,2.0,2.0,-0.08901676413798278,90,1532
171,D7C,0.79,2.0,5.0,-0.07866570850434798,90,1532
172,D7C,0.785,2.0,0.0,-0.10794118053312919,90,1532
173,D7C,0.785,2.0,1.0,-0.0963186419787358,90,1532
174,D7C,0.785,2.0,2.0,-0.08901676413798278,90,1532
175,D7C,0.785,2.0,5.0,-0.07866570850434798,90,1532
176,D7C,0.78,2.0,0.0,-0.10794118053312919,90,1532
177,D7C,0.78,2.0,1.0,-0.0963186419787358,90,1532
178,D7C,0.78,2.0,2.0,-0.08901676413798278,90,1532
179,D7C,0.78,2.0,5.0,-0.07866570850434798,90,1532
180,D7C,0.775,2.0,0.0,-0.10794118053312919,90,1532
181,D7C,0.775,2.0,1.0,-0.0963186419787358,90,1532
182,D7C,0.775,2.0,2.0,-0.08901676413798278,90,1532
183,D7C,0.775,2.0,5.0,-0.07866570850434798,90,1532
184,D7C,0.77,2.0,0.0,-0.10794118053312919,90,1532
185,D7C,0.77,2.0,1.0,-0.0963186419787358,90,1532
186,D7C,0.77,2.0,2.0,-0.08901676413798278,90,1532
187,D7C,0.77,2.0,5.0,-0.07866570850434798,90,1532
188,D7C,0.765,2.0,0.0,-0.10794118053312919,90,1532
189,D7C,0.765,2.0,1.0,-0.0963186419787358,90,1532
190,D7C,0.765,2.0,2.0,-0.08901676413798278,90,1532
191,D7C,0.765,2.0,5.0,-0.07866570850434798,90,1532
192,D7C,0.76,2.0,0.0,-0.10794118053312919,90,1532
193,D7C,0.76,2.0,1.0,-0.0963186419787358,90,1532
194,D7C,0.76,2.0,2.0,-0.08901676413798278,90,1532
195,D7C,0.76,2.0,5.0,-0.07866570850434798,90,1532
196,D7C,0.755,2.0,0.0,-0.10794118053312919,90,1532
197,D7C,0.755,2.0,1.0,-0.0963186419787358,90,1532
198,D7C,0.755,2.0,2.0,-0.08901676413798278,90,1532
199,D7C,0.755,2.0,5.0,-0.07866570850434798,90,1532
200,D7C,0.75,2.0,0.0,-0.10794118053312919,90,1532
201,D7C,0.75,2.0,1.0,-0.0963186419787358,90,1532
202,D7C,0.75,2.0,2.0,-0.08901676413798278,90,1532
203,D7C,0.75,2.0,5.0,-0.07866570850434798,90,1532
204,D7C,0.745,2.0,0.0,-0.10794118053312919,90,1532
205,D7C,0.745,2.0,1.0,-0.0963186419787358,90,1532
206,D7C,0.745,2.0,2.0,-0.08901676413798278,90,1532
207,D7C,0.745,2.0,5.0,-0.07866570850434798,90,1532
208,D7C,0.74,2.0,0.0,-0.10794118053312919,90,1532
209,D7C,0.74,2.0,1.0,-0.0963186419787358,90,1532
210,D7C,0.74,2.0,2.0,-0.08901676413798278,90,1532
211,D7C,0.74,2.0,5.0,-0.07866570850434798,90,1532
212,D7C,0.735,2.0,0.0,-0.10794118053312919,90,1532
213,D7C,0.735,2.0,1.0,-0.0963186419787358,90,1532
214,D7C,0.735,2.0,2.0,-0.08901676413798278,90,1532
215,D7C,0.735,2.0,5.0,-0.07866570850434798,90,1532
216,D7C,0.73,2.0,0.0,-0.10794118053312919,90,1532
217,D7C,0.73,2.0,1.0,-0.0963186419787358,90,1532
218,D7C,0.73,2.0,2.0,-0.08901676413798278,90,1532
219,D7C,0.73,2.0,5.0,-0.07866570850434798,90,1532
220,D7C,0.725,2.0,0.0,-0.10794118053312919,90,1532
221,D7C,0.725,2.0,1.0,-0.0963186419787358,90,1532
222,D7C,0.725,2.0,2.0,-0.08901676413798278,90,1532
223,D7C,0.725,2.0,5.0,-0.07866570850434798,90,1532
224,D7C,0.72,1.0,0.0,-0.16718747765273714,82,1314
225,D7C,0.72,1.0,1.0,-0.14940151644452948,82,1314
226,D7C,0.72,1.0,2.0,-0.13730617034792789,82,1314
227,D7C,0.72,1.0,5.0,-0.12040360300623701,82,1314
228,D7C,0.715,1.0,0.0,-0.16718747765273714,82,1314
229,D7C,0.715,1.0,1.0,-0.14940151644452948,82,1314
230,D7C,0.715,1.0,2.0,-0.13730617034792789,82,1314
231,D7C,0.715,1.0,5.0,-0.12040360300623701,82,1314
232,D7C,0.71,1.0,0.0,-0.16718747765273714,82,1314
233,D7C,0.71,1.0,1.0,-0.14940151644452948,82,1314
234,D7C,0.71,1.0,2.0,-0.13730617034792789,82,1314
235,D7C,0.71,1.0,5.0,-0.12040360300623701,82,1314
