,percentile,thresh_ly49c,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
0,1.0,76.0,941,100.0,24,24,24,0.0,0.0,0.0,0.0
1,0.995,30.899999999999864,936,99.46865037194473,24,24,24,0.0,0.0,-0.002573979444438592,2.687877761420321e-06
2,0.99,16.200000000000045,931,98.93730074388948,24,24,24,0.0,0.0,-0.004627079087068479,0.0004063743558642581
3,0.985,12.899999999999977,926,98.40595111583421,24,24,24,0.0,0.0,-0.004220585590492876,0.00022232029817441842
4,0.98,9.399999999999864,922,97.98087141339,24,24,24,0.0,0.0,-0.004247573075896488,0.00014643784923997158
5,0.975,7.5,917,97.44952178533475,24,24,24,0.0,0.0,-0.003353394553583846,0.0010428533862822803
6,0.97,7.0,917,97.44952178533475,24,24,24,0.0,0.0,-0.003353394553583846,0.0010428533862822803
7,0.965,6.0,911,96.81190223166844,24,24,24,0.0,0.0,-0.000509949773459431,-0.0017932491635286134
8,0.96,5.399999999999977,903,95.96174282678002,24,23,23,0.0,0.0,8.459935865510965e-05,-0.004188390902307138
9,0.955,5.0,903,95.96174282678002,24,23,23,0.0,0.0,8.459935865510965e-05,-0.004188390902307138
10,0.95,5.0,903,95.96174282678002,24,23,23,0.0,0.0,8.459935865510965e-05,-0.004188390902307138
11,0.945,5.0,903,95.96174282678002,24,23,23,0.0,0.0,8.459935865510965e-05,-0.004188390902307138
12,0.94,4.599999999999909,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
13,0.935,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
14,0.9299999999999999,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
15,0.925,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
16,0.92,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
17,0.915,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
18,0.91,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
19,0.905,4.0,884,93.94261424017003,24,23,23,6.901540960502217e-05,0.016294224023771214,-0.0037649245491555815,-0.0063772188991445085
20,0.9,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
21,0.895,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
22,0.89,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
23,0.885,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
24,0.88,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
25,0.875,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
26,0.87,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
27,0.865,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
28,0.86,3.0,849,90.2231668437832,24,21,21,0.000503381870617936,0.04705512281677806,-0.032548367522960864,-0.00879768392258035
29,0.855,2.699999999999932,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
30,0.85,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
31,0.845,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
32,0.84,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
33,0.835,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
34,0.83,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
35,0.825,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
36,0.8200000000000001,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
37,0.815,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
38,0.81,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
39,0.8049999999999999,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
40,0.8,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
41,0.7949999999999999,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
42,0.79,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
43,0.785,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
44,0.78,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
45,0.775,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
46,0.77,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
47,0.765,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
48,0.76,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
49,0.755,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
50,0.75,2.0,804,85.44102019128587,24,20,20,0.0011858110959892532,0.09999470949272128,-0.039706031236769475,-0.009295686087322725
51,0.745,1.2999999999999545,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
52,0.74,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
53,0.735,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
54,0.73,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
55,0.725,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
56,0.72,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
57,0.715,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
58,0.71,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
59,0.7050000000000001,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
60,0.7,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
61,0.6950000000000001,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
62,0.69,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
63,0.685,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
64,0.6799999999999999,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
65,0.675,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
66,0.6699999999999999,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
67,0.665,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
68,0.6599999999999999,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
69,0.655,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
70,0.6499999999999999,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
71,0.645,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
72,0.64,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
73,0.635,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
74,0.63,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
75,0.625,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
76,0.62,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
77,0.615,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
78,0.61,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
79,0.605,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
80,0.6,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
81,0.595,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
82,0.59,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
83,0.585,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
84,0.5800000000000001,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
85,0.575,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
86,0.5700000000000001,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
87,0.565,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
88,0.56,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
89,0.5549999999999999,1.0,701,74.4952178533475,24,20,20,0.0019989018144417336,0.11439617433046718,-0.06432758021015268,-0.019505623506103846
90,0.55,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
91,0.5449999999999999,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
92,0.54,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
93,0.5349999999999999,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
94,0.53,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
95,0.5249999999999999,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
96,0.52,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
97,0.515,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
98,0.51,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
99,0.505,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
100,0.5,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
101,0.495,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
102,0.49,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
103,0.485,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
104,0.48,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
105,0.475,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
106,0.47,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
107,0.46499999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
108,0.45999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
109,0.45499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
110,0.44999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
111,0.44499999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
112,0.43999999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
113,0.43499999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
114,0.42999999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
115,0.42499999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
116,0.42000000000000004,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
117,0.41500000000000004,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
118,0.41000000000000003,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
119,0.405,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
120,0.4,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
121,0.395,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
122,0.39,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
123,0.385,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
124,0.38,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
125,0.375,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
126,0.37,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
127,0.365,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
128,0.36,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
129,0.355,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
130,0.35,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
131,0.345,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
132,0.33999999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
133,0.33499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
134,0.32999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
135,0.32499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
136,0.31999999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
137,0.31499999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
138,0.30999999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
139,0.30499999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
140,0.29999999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
141,0.29500000000000004,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
142,0.29000000000000004,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
143,0.28500000000000003,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
144,0.28,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
145,0.275,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
146,0.27,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
147,0.265,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
148,0.26,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
149,0.255,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
150,0.25,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
151,0.245,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
152,0.24,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
153,0.235,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
154,0.22999999999999998,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
155,0.22499999999999998,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
156,0.21999999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
157,0.21499999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
158,0.20999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
159,0.20499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
160,0.19999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
161,0.19499999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
162,0.18999999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
163,0.18499999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
164,0.17999999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
165,0.17499999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
166,0.16999999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
167,0.16500000000000004,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
168,0.16000000000000003,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
169,0.15500000000000003,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
170,0.15000000000000002,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
171,0.14500000000000002,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
172,0.14,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
173,0.135,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
174,0.13,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
175,0.125,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
176,0.12,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
177,0.11499999999999999,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
178,0.10999999999999999,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
179,0.10499999999999998,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
180,0.09999999999999998,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
181,0.09499999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
182,0.08999999999999997,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
183,0.08499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
184,0.07999999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
185,0.07499999999999996,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
186,0.06999999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
187,0.06499999999999995,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
188,0.05999999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
189,0.05499999999999994,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
190,0.04999999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
191,0.04499999999999993,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
192,0.040000000000000036,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
193,0.03500000000000003,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
194,0.030000000000000027,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
195,0.025000000000000022,0.0,518,55.04782146652497,24,15,15,0.004953128117648142,0.18269751082251082,-0.17137086502478563,-0.01311418786731596
